111,111,130,111,111,111,131,1,131,111,111,111,130,111,111,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,111
111,111,130,111,111,111,131,1,131,111,111,130,130,111,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
111,111,130,111,111,111,131,1,131,111,111,130,130,1,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
111,127,130,127,127,127,131,1,131,127,127,130,130,1,33,1,1,1,1,103,104,104,104,105,1,1,1,1,1,1,1,1,1,1,1,1,1,103,104,104,104,104,105,1,1,1,103,104,104,111
111,130,130,130,130,130,131,1,131,130,130,130,130,130,65,104,104,105,1,1,1,1,1,1,1,103,104,104,104,104,104,104,104,104,105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
111,135,136,136,136,138,131,2,131,135,136,136,136,138,111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
111,130,130,130,130,130,131,1,131,130,130,130,130,130,111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103,104,104,105,1,1,1,1,1,103,104,105,1,1,17,49
111,99,99,99,99,99,125,1,123,99,99,99,99,99,125,1,1,103,104,104,104,104,104,105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103,104,104,111
111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103,104,104,105,1,1,1,1,1,1,1,111
111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103,104,104,104,104,104,104,105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103,104,104,104,105,1,1,111
111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103,111
111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
111,115,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,118,65,33,33,65,111
111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
111,1,1,112,112,1,1,1,112,112,1,1,1,1,1,1,1,1,1,1,112,112,1,1,1,1,1,1,1,1,1,1,1,112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
49,20,1,112,112,1,1,112,112,112,112,1,1,1,1,112,1,1,1,112,112,112,112,1,1,1,112,112,1,1,1,1,112,112,112,1,1,1,1,1,1,112,1,1,1,1,1,1,1,111
65,36,106,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,111
122,1,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
122,1,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
122,1,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
122,1,122,1,1,1,103,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,105,1,1,103,104,104,104,104,104,104,104,104,104,104,111
122,1,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
122,1,122,1,1,1,1,1,106,114,114,108,1,1,106,114,114,108,1,1,106,114,114,108,1,1,106,114,114,108,1,1,106,114,114,108,1,1,106,114,114,108,1,1,106,114,114,108,1,111
122,1,122,1,1,1,1,1,65,133,133,65,1,1,65,133,133,65,1,1,65,133,133,65,1,1,65,133,133,65,1,1,65,133,133,65,1,1,65,133,133,65,1,1,65,133,133,65,1,111
122,1,122,1,1,1,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,16,35,1,111
122,1,122,1,1,1,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,1,35,1,16,35,104,111
122,1,122,1,1,1,1,1,65,113,113,65,104,104,65,113,113,65,104,104,65,113,113,65,104,104,65,113,113,65,104,104,65,113,113,65,37,37,65,113,113,65,104,104,65,113,113,65,1,111
122,1,122,1,1,1,1,19,49,135,138,129,1,1,129,135,138,129,1,1,129,135,138,129,1,1,129,135,138,129,1,1,129,135,138,129,1,1,129,135,138,129,1,1,129,135,138,129,1,111
122,1,122,1,1,103,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,111
122,1,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
122,1,122,105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
122,1,122,1,1,1,1,1,106,104,104,104,104,104,104,104,105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
122,1,122,1,1,103,104,104,128,1,1,1,1,1,1,1,1,1,1,106,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,105,1,1,1,1,111
122,1,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103,104,111
122,1,122,1,1,1,1,1,1,1,106,104,104,104,104,104,104,104,104,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
122,1,122,1,1,1,1,1,1,106,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103,104,104,104,104,104,105,1,1,1,111
122,1,122,1,1,1,1,1,106,128,1,1,1,1,1,1,1,1,1,1,1,106,115,116,116,116,116,116,116,116,116,116,116,116,116,108,1,1,1,1,1,1,1,1,1,1,1,1,1,111
122,1,122,1,1,103,104,102,128,1,1,1,1,1,1,106,114,114,108,1,1,111,135,136,136,136,136,136,136,136,136,136,136,136,136,138,108,1,1,1,1,1,1,1,1,1,1,103,104,111
122,1,122,1,1,1,1,125,1,1,1,1,1,1,1,65,133,133,65,1,1,111,100,100,100,100,100,100,100,100,100,100,100,100,113,113,113,108,1,1,1,1,1,1,1,1,1,1,1,111
122,1,122,108,1,1,1,1,1,1,1,1,1,1,1,35,1,1,35,1,1,111,1,1,1,1,1,1,1,1,1,1,1,1,126,127,127,128,104,104,104,104,104,104,104,105,1,1,1,111
122,1,122,111,108,1,1,1,1,1,1,1,1,1,1,35,1,1,35,1,1,111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
49,18,122,111,111,108,1,1,1,1,1,1,1,1,1,65,113,113,65,1,1,111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103,104,111
65,34,122,115,116,116,116,116,116,116,116,116,116,116,118,129,135,138,129,115,118,111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
122,1,123,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,105,1,1,1,111
122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,119
122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103,104,119
122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,111
122,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,111
